,number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_merged_1_dropout,params_merged_1_size,params_merged_2_dropout,params_merged_2_size,params_merged_3_dropout,params_merged_3_size,state
314,314,0.7735849056603774,2024-03-04 23:26:22.174142,2024-03-04 23:26:40.978955,0 days 00:00:18.804813,0.000655795958930224,0.45786647079781634,256,0.4084325988931263,108,0.3294315154847583,45,COMPLETE
315,315,0.8018867924528302,2024-03-04 23:26:40.981133,2024-03-04 23:26:57.476808,0 days 00:00:16.495675,0.001917757305637478,0.37428679135378173,101,0.2197243199509895,71,0.45886793521399977,50,COMPLETE
316,316,0.7830188679245284,2024-03-04 23:26:57.478883,2024-03-04 23:27:12.979920,0 days 00:00:15.501037,0.0012430246101954323,0.48468857670393545,245,0.2359167156393345,101,0.4780073557557769,55,COMPLETE
317,317,0.8301886792452831,2024-03-04 23:27:12.981338,2024-03-04 23:27:31.143905,0 days 00:00:18.162567,0.0008279249219659171,0.4382164419221049,67,0.2726206824835062,106,0.3394832189782564,49,COMPLETE
318,318,0.8113207547169812,2024-03-04 23:27:31.146088,2024-03-04 23:27:45.387757,0 days 00:00:14.241669,0.0010425672517685386,0.4303437160560193,217,0.3914787853123012,56,0.27779135846460035,44,COMPLETE
319,319,0.7452830188679245,2024-03-04 23:27:45.389789,2024-03-04 23:28:14.752197,0 days 00:00:29.362408,0.0003921651761998486,0.4003342051744478,95,0.4406098355506098,39,0.44199135648916216,57,COMPLETE
320,320,0.7075471698113207,2024-03-04 23:28:14.755880,2024-03-04 23:28:28.775301,0 days 00:00:14.019421,0.0016055937339569256,0.41365570000079305,210,0.41279160545789956,92,0.24879856695504177,43,COMPLETE
321,321,0.7735849056603774,2024-03-04 23:28:28.777044,2024-03-04 23:28:50.570286,0 days 00:00:21.793242,0.0006642900796943158,0.1607404851529494,71,0.29337418476958893,73,0.32367187269026654,47,COMPLETE
322,322,0.8113207547169812,2024-03-04 23:28:50.572446,2024-03-04 23:29:21.090851,0 days 00:00:30.518405,0.000270282277019764,0.46425705437972864,220,0.39678207276981353,77,0.46874978979653587,61,COMPLETE
323,323,0.5188679245283019,2024-03-04 23:29:21.093042,2024-03-04 23:29:35.733759,0 days 00:00:14.640717,0.06713409864945427,0.449561692938087,80,0.2292309000001919,97,0.3137145320313029,56,COMPLETE
324,324,0.839622641509434,2024-03-04 23:29:35.735294,2024-03-04 23:29:55.761282,0 days 00:00:20.025988,0.0008034399322286858,0.47387503845926976,104,0.40205951492556363,116,0.3369212279165518,54,COMPLETE
325,325,0.839622641509434,2024-03-04 23:29:55.765136,2024-03-04 23:30:14.838658,0 days 00:00:19.073522,0.0005255230106520131,0.47924737522474364,93,0.3859012730193402,115,0.3375320835722518,54,COMPLETE
326,326,0.7924528301886793,2024-03-04 23:30:14.840867,2024-03-04 23:30:34.722412,0 days 00:00:19.881545,0.0005113339199633371,0.4744950720248364,105,0.37283389831957825,110,0.3432991692951924,52,COMPLETE
327,327,0.839622641509434,2024-03-04 23:30:34.724491,2024-03-04 23:30:57.738635,0 days 00:00:23.014144,0.00042538090398165277,0.48026229651709756,102,0.38020457291478216,121,0.33636342236103034,54,COMPLETE
328,328,0.7830188679245284,2024-03-04 23:30:57.740832,2024-03-04 23:31:20.206972,0 days 00:00:22.466140,0.0003708060412549761,0.4811730436830414,100,0.38549543287511356,117,0.33540786454306937,54,COMPLETE
329,329,0.7641509433962265,2024-03-04 23:31:20.209189,2024-03-04 23:31:40.704824,0 days 00:00:20.495635,0.00044365947017168083,0.2915875895671954,248,0.38799536838578735,113,0.32908804054013363,53,COMPLETE
330,330,0.7830188679245284,2024-03-04 23:31:40.706644,2024-03-04 23:32:08.431994,0 days 00:00:27.725350,0.00044093231020861265,0.4900216866769911,110,0.40066698221258035,122,0.3404065637475511,54,COMPLETE
331,331,0.8207547169811321,2024-03-04 23:32:08.434132,2024-03-04 23:32:27.793977,0 days 00:00:19.359845,0.0005670787899025186,0.47611497116381996,102,0.19315116201844695,119,0.346695091139896,53,COMPLETE
332,332,0.8018867924528302,2024-03-04 23:32:27.797145,2024-03-04 23:32:53.644125,0 days 00:00:25.846980,0.0005212392782214116,0.4856862719286528,96,0.21269623312055383,116,0.3536104225827344,52,COMPLETE
333,333,0.7830188679245284,2024-03-04 23:32:53.646436,2024-03-04 23:33:22.574347,0 days 00:00:28.927911,0.00030371892213060996,0.47752922962085426,103,0.38345144831765116,115,0.3320532322376525,55,COMPLETE
334,334,0.7924528301886793,2024-03-04 23:33:22.576618,2024-03-04 23:33:43.577241,0 days 00:00:21.000623,0.0006916830559187042,0.4925401054389412,98,0.3975536042249937,124,0.42828574601770536,53,COMPLETE
335,335,0.839622641509434,2024-03-04 23:33:43.579507,2024-03-04 23:34:07.071469,0 days 00:00:23.491962,0.0006093954284425172,0.47030042808111994,105,0.2757131733019148,114,0.43890745923830776,54,COMPLETE
336,336,0.8113207547169812,2024-03-04 23:34:07.073677,2024-03-04 23:34:29.158327,0 days 00:00:22.084650,0.0004393700070518731,0.46890760945628196,100,0.27274921195159285,128,0.437059777918944,54,COMPLETE
337,337,0.7924528301886793,2024-03-04 23:34:29.160541,2024-03-04 23:34:59.322589,0 days 00:00:30.162048,0.0003509198010229924,0.4684753657379705,112,0.2777713031142,119,0.4487748626817696,52,COMPLETE
338,338,0.7830188679245284,2024-03-04 23:34:59.324814,2024-03-04 23:35:21.571040,0 days 00:00:22.246226,0.0006242915542092181,0.48403797433344026,105,0.2643092576212252,120,0.4417969744035759,54,COMPLETE
339,339,0.8018867924528302,2024-03-04 23:35:21.575002,2024-03-04 23:35:39.284391,0 days 00:00:17.709389,0.0007836167462429742,0.4754451246307186,115,0.2890061990491587,124,0.4212321733354933,51,COMPLETE
340,340,0.7735849056603774,2024-03-04 23:35:39.286315,2024-03-04 23:36:01.765623,0 days 00:00:22.479308,0.0005330891831667584,0.4611574033624132,107,0.26352839960306257,117,0.45933878481901635,55,COMPLETE
341,341,0.7924528301886793,2024-03-04 23:36:01.767879,2024-03-04 23:36:17.770034,0 days 00:00:16.002155,0.0009379282483906585,0.48532539310365863,110,0.2841621441975031,115,0.4270047353843644,53,COMPLETE
342,342,0.7735849056603774,2024-03-04 23:36:17.772222,2024-03-04 23:36:37.012651,0 days 00:00:19.240429,0.0007403090175872245,0.4952668730396991,93,0.24008881595970769,122,0.4331524616964187,52,COMPLETE
343,343,0.8018867924528302,2024-03-04 23:36:37.014912,2024-03-04 23:36:55.410214,0 days 00:00:18.395302,0.0005925496438090281,0.4719401040640263,105,0.25583970575249626,116,0.39456488083761554,54,COMPLETE
344,344,0.8113207547169812,2024-03-04 23:36:55.414210,2024-03-04 23:37:20.521920,0 days 00:00:25.107710,0.0004225716204067204,0.46270977651463735,228,0.2081432395425199,113,0.4158092132140556,54,COMPLETE
345,345,0.8018867924528302,2024-03-04 23:37:20.524255,2024-03-04 23:37:38.933109,0 days 00:00:18.408854,0.0009698234832437928,0.4568856953084658,104,0.46043025351563704,114,0.4525156132120678,51,COMPLETE
346,346,0.8018867924528302,2024-03-04 23:37:38.935343,2024-03-04 23:38:00.013273,0 days 00:00:21.077930,0.0004945463075443343,0.4805440711269229,223,0.3803391782438601,111,0.32443944528714985,53,COMPLETE
347,347,0.8113207547169812,2024-03-04 23:38:00.015461,2024-03-04 23:38:19.163164,0 days 00:00:19.147703,0.0007006526618719099,0.4900493580567957,99,0.276382849275376,62,0.46397359230281393,52,COMPLETE
348,348,0.8018867924528302,2024-03-04 23:38:19.165379,2024-03-04 23:38:36.860884,0 days 00:00:17.695505,0.0008412299328763865,0.45235680933625455,94,0.29821057505286913,117,0.43544947736330447,55,COMPLETE
349,349,0.8207547169811321,2024-03-04 23:38:36.863037,2024-03-04 23:38:52.158238,0 days 00:00:15.295201,0.0011087621169518168,0.4433439354355618,109,0.26853570845060226,121,0.3235383223500246,55,COMPLETE
350,350,0.8018867924528302,2024-03-04 23:38:52.159444,2024-03-04 23:39:12.592037,0 days 00:00:20.432593,0.0005774929464642723,0.4714634017924449,241,0.22098147003733698,119,0.4440410746661336,53,COMPLETE
351,351,0.8490566037735849,2024-03-04 23:39:12.594277,2024-03-04 23:39:33.572742,0 days 00:00:20.978465,0.0009137253977007049,0.4990610833126586,252,0.44995767636590883,114,0.37294617173747874,60,COMPLETE
352,352,0.7924528301886793,2024-03-04 23:39:33.574986,2024-03-04 23:40:12.117564,0 days 00:00:38.542578,0.00017424957975922657,0.493093336708914,253,0.4516800890352239,113,0.11347844541302585,60,COMPLETE
353,353,0.7735849056603774,2024-03-04 23:40:12.119841,2024-03-04 23:40:50.289852,0 days 00:00:38.170011,6.606030988380555e-05,0.4949826927641118,256,0.3211871044641124,115,0.48392476360137776,59,COMPLETE
354,354,0.7264150943396226,2024-03-04 23:40:50.292153,2024-03-04 23:41:04.422660,0 days 00:00:14.130507,0.001263538252586998,0.49980314865278835,251,0.44464167450288783,113,0.370984291311498,61,COMPLETE
355,355,0.7735849056603774,2024-03-04 23:41:04.424073,2024-03-04 23:41:20.800014,0 days 00:00:16.375941,0.0009542300474983379,0.488945138090718,252,0.45938559975508236,110,0.3342785141293261,58,COMPLETE
356,356,0.7924528301886793,2024-03-04 23:41:20.802263,2024-03-04 23:41:41.857640,0 days 00:00:21.055377,0.0008267969767557046,0.47955976969076053,249,0.44803234784974777,117,0.358521513756178,61,COMPLETE
357,357,0.8018867924528302,2024-03-04 23:41:41.859847,2024-03-04 23:42:02.441644,0 days 00:00:20.581797,0.0010434586566719724,0.4823293372747769,245,0.2037465158346693,50,0.3176456897478929,58,COMPLETE
358,358,0.8113207547169812,2024-03-04 23:42:02.443930,2024-03-04 23:42:14.744321,0 days 00:00:12.300391,0.001293141539446641,0.48881111870421207,212,0.2493318796832097,59,0.3479347656930717,51,COMPLETE
359,359,0.8018867924528302,2024-03-04 23:42:14.745123,2024-03-04 23:42:34.707613,0 days 00:00:19.962490,0.0006470759209790418,0.4986156065078109,178,0.3130371983728279,68,0.469248492009974,49,COMPLETE
360,360,0.8207547169811321,2024-03-04 23:42:34.709891,2024-03-04 23:42:50.312180,0 days 00:00:15.602289,0.0008105947978801581,0.4758320159712424,201,0.43481590932621844,64,0.4524407665493634,59,COMPLETE
361,361,0.7735849056603774,2024-03-04 23:42:50.312989,2024-03-04 23:43:16.942611,0 days 00:00:26.629622,0.0003642807440883628,0.4359461793398052,124,0.4008875896913384,112,0.3287388001674884,60,COMPLETE
362,362,0.8018867924528302,2024-03-04 23:43:16.944884,2024-03-04 23:43:32.503045,0 days 00:00:15.558161,0.0010281768347940466,0.28320132278171495,236,0.44355371768897023,114,0.3393104818442329,50,COMPLETE
363,363,0.8301886792452831,2024-03-04 23:43:32.505302,2024-03-04 23:43:45.797571,0 days 00:00:13.292269,0.004192844124142415,0.2969071874729996,241,0.4658407230289788,62,0.3476487817620234,57,COMPLETE
364,364,0.839622641509434,2024-03-04 23:43:45.799394,2024-03-04 23:44:05.073733,0 days 00:00:19.274339,0.0011455867716543867,0.46614660914758754,98,0.36448026693014157,66,0.47787751577596416,41,COMPLETE
365,365,0.7641509433962265,2024-03-04 23:44:05.075947,2024-03-04 23:44:21.719848,0 days 00:00:16.643901,0.0009072162453426463,0.45990871896555785,98,0.3650670556134701,67,0.49876468228284443,44,COMPLETE
366,366,0.8207547169811321,2024-03-04 23:44:21.722147,2024-03-04 23:44:37.763059,0 days 00:00:16.040912,0.0011863841230194652,0.4682433848660412,215,0.35756076239425244,126,0.4755607620667971,40,COMPLETE
367,367,0.7830188679245284,2024-03-04 23:44:37.765362,2024-03-04 23:44:57.728398,0 days 00:00:19.963036,0.0007145922130322105,0.4696886610685655,102,0.3755309441955503,118,0.4907506919433489,38,COMPLETE
368,368,0.8113207547169812,2024-03-04 23:44:57.730715,2024-03-04 23:45:16.531430,0 days 00:00:18.800715,0.00048235339245842923,0.48255263274702637,106,0.3409856475243206,66,0.4662739218297034,46,COMPLETE
369,369,0.7830188679245284,2024-03-04 23:45:16.533906,2024-03-04 23:45:39.518285,0 days 00:00:22.984379,0.0005799196719582708,0.4534692373202189,246,0.3912459429986228,69,0.47700026105192755,43,COMPLETE
370,370,0.7830188679245284,2024-03-04 23:45:39.520552,2024-03-04 23:45:57.743121,0 days 00:00:18.222569,0.0007906460928605146,0.4667968649079702,99,0.3651141558910872,109,0.4793510939702419,36,COMPLETE
371,371,0.8207547169811321,2024-03-04 23:45:57.745409,2024-03-04 23:46:11.037987,0 days 00:00:13.292578,0.001157619331762456,0.47730518325967775,114,0.35236631989692435,115,0.4605960788026972,42,COMPLETE
372,372,0.7547169811320755,2024-03-04 23:46:11.040226,2024-03-04 23:46:23.964516,0 days 00:00:12.924290,0.0009614144994975614,0.4873706110147308,103,0.37906730518149767,65,0.3192309340780521,45,COMPLETE
373,373,0.8113207547169812,2024-03-04 23:46:23.965527,2024-03-04 23:46:41.123566,0 days 00:00:17.158039,0.0014160893130537016,0.45905729576966664,205,0.23718022811678344,111,0.1261069382665282,48,COMPLETE
374,374,0.7830188679245284,2024-03-04 23:46:41.127721,2024-03-04 23:47:02.473375,0 days 00:00:21.345654,0.0006557001097399869,0.476367509250691,218,0.4535005046623699,124,0.3628532076759285,34,COMPLETE
375,375,0.8207547169811321,2024-03-04 23:47:02.475637,2024-03-04 23:47:27.743929,0 days 00:00:25.268292,0.0004190904488328576,0.4997462810848171,94,0.3684103846854458,60,0.3333860417877826,53,COMPLETE
376,376,0.8207547169811321,2024-03-04 23:47:27.746306,2024-03-04 23:47:58.369084,0 days 00:00:30.622778,0.00030406254133920547,0.44815231966837876,251,0.475604655843328,64,0.3535513026337165,41,COMPLETE
377,377,0.8490566037735849,2024-03-04 23:47:58.371453,2024-03-04 23:48:16.525440,0 days 00:00:18.153987,0.0007808564250184087,0.4864216315861274,234,0.22766479266277234,107,0.48589154020213277,46,COMPLETE
378,378,0.7924528301886793,2024-03-04 23:48:16.527245,2024-03-04 23:48:37.584549,0 days 00:00:21.057304,0.0005238493434395622,0.48698915306823404,232,0.2243140777584881,108,0.4952704313866345,46,COMPLETE
379,379,0.839622641509434,2024-03-04 23:48:37.588757,2024-03-04 23:48:58.154726,0 days 00:00:20.565969,0.0007764833788059949,0.492255287560152,227,0.22957301140803518,107,0.48893929915879497,46,COMPLETE
380,380,0.839622641509434,2024-03-04 23:48:58.157015,2024-03-04 23:49:17.542768,0 days 00:00:19.385753,0.0007273379652055067,0.4917910172703407,228,0.22756954344245817,107,0.48581433856931455,47,COMPLETE
381,381,0.7924528301886793,2024-03-04 23:49:17.545097,2024-03-04 23:49:35.950372,0 days 00:00:18.405275,0.0007175610895495096,0.49310170481172144,225,0.22025821197495063,107,0.48191594016836836,46,COMPLETE
382,382,0.7735849056603774,2024-03-04 23:49:35.951943,2024-03-04 23:50:14.069160,0 days 00:00:38.117217,3.763676528017826e-05,0.49121266893812876,231,0.22531755936794123,107,0.4843482182942639,45,COMPLETE
383,383,0.8207547169811321,2024-03-04 23:50:14.071536,2024-03-04 23:50:32.113942,0 days 00:00:18.042406,0.0005966033663941868,0.4863262824859882,227,0.23111515864004978,109,0.4856252128621347,47,COMPLETE
384,384,0.7830188679245284,2024-03-04 23:50:32.118299,2024-03-04 23:50:49.586347,0 days 00:00:17.468048,0.0008094028149391563,0.499476423731007,228,0.24677284817808035,105,0.4904083895124431,48,COMPLETE
385,385,0.8113207547169812,2024-03-04 23:50:49.587210,2024-03-04 23:51:09.918375,0 days 00:00:20.331165,0.00048710668835467633,0.4837450965079783,229,0.24185778694495097,111,0.49035412690613484,46,COMPLETE
386,386,0.8018867924528302,2024-03-04 23:51:09.920710,2024-03-04 23:51:28.912105,0 days 00:00:18.991395,0.0006554729268393186,0.49391420343689163,221,0.2349323701104528,107,0.49435888362947533,44,COMPLETE
387,387,0.8018867924528302,2024-03-04 23:51:28.914418,2024-03-04 23:51:44.494840,0 days 00:00:15.580422,0.0009146403221002779,0.48001976083325454,229,0.2288284214995506,122,0.4754588344300259,47,COMPLETE
388,388,0.8113207547169812,2024-03-04 23:51:44.497222,2024-03-04 23:51:59.613518,0 days 00:00:15.116296,0.0007767291479847297,0.4926734854675619,223,0.2177338498560658,104,0.4883963206898805,47,COMPLETE
389,389,0.8490566037735849,2024-03-04 23:51:59.614766,2024-03-04 23:52:18.809644,0 days 00:00:19.194878,0.0005752592508308416,0.48060232909031986,233,0.2325414782641843,120,0.48500081107010723,48,COMPLETE
390,390,0.7924528301886793,2024-03-04 23:52:18.812042,2024-03-04 23:52:39.877242,0 days 00:00:21.065200,0.0004225065377698972,0.48136135505732686,236,0.22687978765855604,121,0.49802208028892975,49,COMPLETE
391,391,0.7735849056603774,2024-03-04 23:52:39.879413,2024-03-04 23:53:00.194499,0 days 00:00:20.315086,0.0005540933037992504,0.4739262491409303,234,0.23843411528851122,117,0.47875353648194385,48,COMPLETE
392,392,0.7924528301886793,2024-03-04 23:53:00.196982,2024-03-04 23:53:18.984218,0 days 00:00:18.787236,0.0005522365875005834,0.4889556930588322,233,0.2102024868214022,118,0.4855440213191497,46,COMPLETE
393,393,0.8113207547169812,2024-03-04 23:53:18.985146,2024-03-04 23:53:54.895054,0 days 00:00:35.909908,0.000370245658630046,0.4810879025889699,238,0.23145262309112874,121,0.47257821059410027,48,COMPLETE
394,394,0.7924528301886793,2024-03-04 23:53:54.899563,2024-03-04 23:54:15.375143,0 days 00:00:20.475580,0.0006866353072678482,0.4861911554929019,234,0.21425661447115588,58,0.48187541823533453,45,COMPLETE
395,395,0.7735849056603774,2024-03-04 23:54:15.377776,2024-03-04 23:54:41.333996,0 days 00:00:25.956220,0.00048471913634423234,0.47130095062477745,225,0.245179775142084,119,0.492736738653716,48,COMPLETE
396,396,0.7924528301886793,2024-03-04 23:54:41.336394,2024-03-04 23:55:02.815349,0 days 00:00:21.478955,0.0006158448092429787,0.4895531518604793,231,0.25218621244831263,119,0.4994619284425868,49,COMPLETE
397,397,0.7547169811320755,2024-03-04 23:55:02.817833,2024-03-04 23:55:19.667262,0 days 00:00:16.849429,0.0007942686796449448,0.4968594009744751,107,0.23478311251079098,110,0.47237951909425563,47,COMPLETE
398,398,0.8113207547169812,2024-03-04 23:55:19.669688,2024-03-04 23:55:39.869906,0 days 00:00:20.200218,0.0006917074061604244,0.4995200835724888,237,0.22625704527612148,106,0.4755825916979413,44,COMPLETE
399,399,0.8113207547169812,2024-03-04 23:55:39.872307,2024-03-04 23:56:03.080107,0 days 00:00:23.207800,0.00047836838370337963,0.47595217958168434,243,0.20279740635217788,115,0.48914708665233225,46,COMPLETE
400,400,0.8018867924528302,2024-03-04 23:56:03.083475,2024-03-04 23:56:23.199345,0 days 00:00:20.115870,0.0009107689728507184,0.4806015913109703,118,0.22088968153359442,61,0.482556672110489,31,COMPLETE
401,401,0.7924528301886793,2024-03-04 23:56:23.201812,2024-03-04 23:57:00.121010,0 days 00:00:36.919198,0.0002608887989299527,0.49994566217562214,111,0.2185737285920206,112,0.46547913547105807,45,COMPLETE
402,402,0.7264150943396226,2024-03-04 23:57:00.123466,2024-03-04 23:57:24.080398,0 days 00:00:23.956932,0.0006053676196813603,0.48813897137572243,225,0.24175512584432873,116,0.339303980187191,46,COMPLETE
403,403,0.7924528301886793,2024-03-04 23:57:24.082786,2024-03-04 23:57:54.264606,0 days 00:00:30.181820,0.0004000503143288489,0.4707891760405422,102,0.491029858836734,45,0.3282351091409741,49,COMPLETE
404,404,0.8113207547169812,2024-03-04 23:57:54.267066,2024-03-04 23:58:11.118721,0 days 00:00:16.851655,0.0008961557549738434,0.4803856958149987,240,0.18717623115700843,104,0.4860414768079673,47,COMPLETE
405,405,0.839622641509434,2024-03-04 23:58:11.121227,2024-03-04 23:58:30.110558,0 days 00:00:18.989331,0.0007087246615698967,0.4900882279914137,154,0.23388493644293917,108,0.3108904938849778,48,COMPLETE
406,406,0.7830188679245284,2024-03-04 23:58:30.113035,2024-03-04 23:58:46.234614,0 days 00:00:16.121579,0.001065107008429283,0.4653299061175742,231,0.2582460213183637,57,0.4711998331000911,50,COMPLETE
407,407,0.8018867924528302,2024-03-04 23:58:46.237118,2024-03-04 23:59:07.247879,0 days 00:00:21.010761,0.0005494935034685957,0.4048059386292475,136,0.21410505153339277,114,0.34683984482499713,46,COMPLETE
408,408,0.8207547169811321,2024-03-04 23:59:07.250039,2024-03-04 23:59:26.548262,0 days 00:00:19.298223,0.0007952670598035949,0.4791052120251601,248,0.37935850574053037,124,0.3294948225852793,44,COMPLETE
409,409,0.7358490566037735,2024-03-04 23:59:26.550739,2024-03-04 23:59:54.444868,0 days 00:00:27.894129,0.0003226980472557264,0.493628311364658,255,0.20648630430750897,126,0.3186428374447094,48,COMPLETE
410,410,0.8113207547169812,2024-03-04 23:59:54.448307,2024-03-05 00:00:16.383963,0 days 00:00:21.935656,0.0005863478604809422,0.3851562661774894,106,0.38752287899514276,61,0.4804062500152735,50,COMPLETE
411,411,0.8018867924528302,2024-03-05 00:00:16.386388,2024-03-05 00:00:41.412318,0 days 00:00:25.025930,0.0004716277513440905,0.473809288884386,223,0.19576509113404497,121,0.33955736628595,45,COMPLETE
412,412,0.7547169811320755,2024-03-05 00:00:41.414680,2024-03-05 00:00:56.174176,0 days 00:00:14.759496,0.0010201838962148825,0.48535339749313766,98,0.22752108217163222,54,0.45518884353847455,47,COMPLETE
413,413,0.7924528301886793,2024-03-05 00:00:56.175083,2024-03-05 00:01:14.480840,0 days 00:00:18.305757,0.0007413202703684475,0.46574437419276776,144,0.2515915075913102,106,0.32493481793332474,47,COMPLETE
414,414,0.8301886792452831,2024-03-05 00:01:14.483307,2024-03-05 00:01:31.002098,0 days 00:00:16.518791,0.0008484237339483091,0.4928942034853345,228,0.24351527007565146,63,0.49418262093288506,51,COMPLETE
415,415,0.7830188679245284,2024-03-05 00:01:31.006275,2024-03-05 00:01:50.455722,0 days 00:00:19.449447,0.000636761106947217,0.4192187518084159,236,0.3714877036764131,120,0.3042606528901336,45,COMPLETE
416,416,0.8018867924528302,2024-03-05 00:01:50.458159,2024-03-05 00:02:06.160941,0 days 00:00:15.702782,0.0011229730025506595,0.40968305281930095,109,0.22159148402501191,109,0.47001836043369977,40,COMPLETE
417,417,0.7924528301886793,2024-03-05 00:02:06.163427,2024-03-05 00:02:17.830802,0 days 00:00:11.667375,0.0013835110903273,0.4996264393082967,243,0.23721560945323056,59,0.35793233322111817,43,COMPLETE
418,418,0.7641509433962265,2024-03-05 00:02:17.833067,2024-03-05 00:02:41.323354,0 days 00:00:23.490287,0.0004189832388726811,0.48625200244664285,253,0.21112819782934178,103,0.3368327191933663,46,COMPLETE
419,419,0.8113207547169812,2024-03-05 00:02:41.325771,2024-03-05 00:03:05.078580,0 days 00:00:23.752809,0.0008909634625807737,0.4725519624798823,220,0.35801014068832476,117,0.4880428436252621,49,COMPLETE
420,420,0.7830188679245284,2024-03-05 00:03:05.081072,2024-03-05 00:03:28.285731,0 days 00:00:23.204659,0.0005291020098388855,0.4811732774603934,104,0.2639831418313631,113,0.3180686118639402,51,COMPLETE
421,421,0.8113207547169812,2024-03-05 00:03:28.288237,2024-03-05 00:03:45.553736,0 days 00:00:17.265499,0.0006852127458404369,0.46220052718507393,167,0.23051167556981705,105,0.34496363899567856,48,COMPLETE
422,422,0.7924528301886793,2024-03-05 00:03:45.554617,2024-03-05 00:04:04.162101,0 days 00:00:18.607484,0.0010720019307754016,0.39574727900502193,248,0.25667078852418923,123,0.3324205202692255,47,COMPLETE
423,423,0.7830188679245284,2024-03-05 00:04:04.164599,2024-03-05 00:04:22.031951,0 days 00:00:17.867352,0.0007725444648406073,0.47654214121951677,64,0.3938051344355909,61,0.4766403729255363,52,COMPLETE
424,424,0.7735849056603774,2024-03-05 00:04:22.032775,2024-03-05 00:04:41.329551,0 days 00:00:19.296776,0.0006309980216406973,0.42024827174083884,101,0.21691572543223672,110,0.46237980337670004,60,COMPLETE
425,425,0.8018867924528302,2024-03-05 00:04:41.332026,2024-03-05 00:05:18.535494,0 days 00:00:37.203468,0.000101094533638022,0.48937418817539485,227,0.3808497409487326,64,0.445551822920354,46,COMPLETE
426,426,0.7924528301886793,2024-03-05 00:05:18.539871,2024-03-05 00:05:35.807159,0 days 00:00:17.267288,0.000908542163244405,0.4041837049231239,235,0.22441938168401346,107,0.31195197488547405,49,COMPLETE
427,427,0.8113207547169812,2024-03-05 00:05:35.809640,2024-03-05 00:05:50.790261,0 days 00:00:14.980621,0.0012450953015239357,0.4836586169097583,160,0.2474035789358589,116,0.36684394305151463,18,COMPLETE
428,428,0.7641509433962265,2024-03-05 00:05:50.793701,2024-03-05 00:06:11.863547,0 days 00:00:21.069846,0.0004896138886480846,0.4667945420988184,113,0.23324077055278142,75,0.49923153461549125,47,COMPLETE
429,429,0.8018867924528302,2024-03-05 00:06:11.867469,2024-03-05 00:06:37.649552,0 days 00:00:25.782083,0.0003514130025818184,0.49409767021389067,96,0.17512582784052144,104,0.35330354486197435,42,COMPLETE
430,430,0.8113207547169812,2024-03-05 00:06:37.652065,2024-03-05 00:06:59.167765,0 days 00:00:21.515700,0.000776775190515691,0.49964809051807096,256,0.20758173111287265,118,0.32373051992288676,45,COMPLETE
431,431,0.7735849056603774,2024-03-05 00:06:59.170190,2024-03-05 00:07:19.657439,0 days 00:00:20.487249,0.0005784368188148554,0.4730814278750886,232,0.27122927249748624,111,0.48018941688482736,50,COMPLETE
432,432,0.7830188679245284,2024-03-05 00:07:19.659952,2024-03-05 00:07:33.624450,0 days 00:00:13.964498,0.001025606961136937,0.41349605081403973,242,0.38862419328234993,63,0.3444073075491396,52,COMPLETE
433,433,0.5188679245283019,2024-03-05 00:07:33.626963,2024-03-05 00:07:44.290170,0 days 00:00:10.663207,0.042764824683417996,0.42479387638659516,224,0.198611955592633,89,0.33324124474946104,60,COMPLETE
434,434,0.8018867924528302,2024-03-05 00:07:44.290992,2024-03-05 00:07:57.829829,0 days 00:00:13.538837,0.0014923208181158026,0.4845395724296167,246,0.24116002920642812,66,0.4904170999269552,48,COMPLETE
435,435,0.8018867924528302,2024-03-05 00:07:57.833255,2024-03-05 00:08:16.854770,0 days 00:00:19.021515,0.0006804182420699976,0.45846262151042705,109,0.22459510422237772,102,0.4665216648443639,53,COMPLETE
436,436,0.7830188679245284,2024-03-05 00:08:16.857718,2024-03-05 00:08:33.422546,0 days 00:00:16.564828,0.0009307657136723254,0.491133200948543,250,0.34934080675508583,59,0.45129656190607625,44,COMPLETE
437,437,0.7735849056603774,2024-03-05 00:08:33.427047,2024-03-05 00:08:53.096924,0 days 00:00:19.669877,0.0004492699697249332,0.4766468658137645,100,0.40061131180352205,112,0.3409080070955579,38,COMPLETE
438,438,0.7830188679245284,2024-03-05 00:08:53.099430,2024-03-05 00:09:07.192195,0 days 00:00:14.092765,0.0012214014747302883,0.43288822799006965,132,0.25995880010834577,56,0.30091523775222423,59,COMPLETE
439,439,0.8301886792452831,2024-03-05 00:09:07.194714,2024-03-05 00:09:18.688115,0 days 00:00:11.493401,0.0017264237427429847,0.4414889996494404,238,0.36795810924759836,114,0.3252387384348402,46,COMPLETE
440,440,0.8018867924528302,2024-03-05 00:09:18.688985,2024-03-05 00:09:38.328347,0 days 00:00:19.639362,0.0007734448437510679,0.39779820909041347,219,0.2133999531287814,120,0.44057173636839725,49,COMPLETE
441,441,0.7735849056603774,2024-03-05 00:09:38.331271,2024-03-05 00:09:47.260578,0 days 00:00:08.929307,0.0062177182016509335,0.4676850342469958,105,0.11463903728598998,95,0.45789723198649146,54,COMPLETE
442,442,0.8207547169811321,2024-03-05 00:09:47.264541,2024-03-05 00:10:14.106923,0 days 00:00:26.842382,0.0005528462225541283,0.4867224268977414,228,0.24974635088253866,108,0.4828343798038332,51,COMPLETE
